Body,Rating
"Tax Audit Notification: Immediate Attention Required,Dear [Accountant's Name], I'm contacting you on behalf of [Fictitious Accounting Software], our records indicate potential unauthorized access to your firm's account. To secure your data, please verify your account credentials immediately through our secure portal: [Malicious Link]. Your swift action is vital in preventing further security breaches. For inquiries, contact us at [Fake Support Email] or [Fake Support Phone Number]. Regards, [Your Name] [Fictitious Accounting Software]",1
"Urgent: Tax Compliance Verification Request,Dear [Accountant's Name], I'm contacting you on behalf of [Fictitious Accounting Software], our records indicate potential unauthorized access to your firm's account. To secure your data, please verify your account credentials immediately through our secure portal: [Malicious Link]. Your swift action is vital in preventing further security breaches. For inquiries, contact us at [Fake Support Email] or [Fake Support Phone Number]. Regards, [Your Name] [Fictitious Accounting Software]",1
"Urgent: Tax Audit Notification - Immediate Action Required,Dear [Accountant's Name], I'm contacting you on behalf of [Fictitious Accounting Software], our records indicate potential unauthorized access to your firm's account. To secure your data, please verify your account credentials immediately through our secure portal: [Malicious Link]. Your swift action is vital in preventing further security breaches. For inquiries, contact us at [Fake Support Email] or [Fake Support Phone Number]. Regards, [Your Name] [Fictitious Accounting Software]",1
"Tax Compliance Verification Request - Action Required,Dear [Accountant's Name], I'm contacting you on behalf of [Fictitious Accounting Software], our records indicate potential unauthorized access to your firm's account. To secure your data, please verify your account credentials immediately through our secure portal: [Malicious Link]. Your swift action is vital in preventing further security breaches. For inquiries, contact us at [Fake Support Email] or [Fake Support Phone Number]. Regards, [Your Name] [Fictitious Accounting Software]",1
"Tax Audit Notification: Immediate Attention Required,Dear [Accountant's Name], I'm contacting you on behalf of [Fictitious Accounting Software], our records indicate potential unauthorized access to your firm's account. To secure your data, please verify your account credentials immediately through our secure portal: [Malicious Link]. Your swift action is vital in preventing further security breaches. For inquiries, contact us at [Fake Support Email] or [Fake Support Phone Number]. Regards, [Your Name] [Fictitious Accounting Software]",1
"Hello, im a project manager and were recruiting for a team. You can work from home, daily salary £100 - 200 if you're interested. You can contact recruitment via whatsapp Notification: Change in Health Insurance Provider"",""Dear [Accountant's Name], Our health insurance provider has changed. Please review the updated information in the attached document and communicate it to all employees. Regards, [Sender's Name] [External HR Department]",1
"Request for Financial Disclosure Statement Review"",""Dear [Accountant's Name], We need your review and approval of the financial disclosure statement attached to this email. Please ensure accuracy and compliance with regulations. Regards, [Sender's Name] [External Legal Department]",0
"Monthly Financial Report Submission Reminder,Dear [Accountant's Name], This is a friendly reminder to submit the monthly financial report for [Company Name] for the month of [Month]. Please ensure that all necessary documents are attached and that the report is submitted by the deadline on [Date]. Thank you for your attention to this matter. Best regards, [Sender's Name] [External Company Name]",0
"Invitation to Financial Seminar,Dear [Accountant's Name], You're invited to attend a financial seminar hosted by [External Financial Services Company]. Date: [Date], Time: [Time], Location: [Location]. Please RSVP by [RSVP Deadline]. We look forward to seeing you there! Regards, [Sender's Name] [External Financial Services Company]",0
"Request for Financial Statement Verification,Dear [Accountant's Name], We require verification of the financial statements for [Year]. Could you please review the attached documents and confirm their accuracy? Thank you for your cooperation. Regards, [Sender's Name] [External Organization Name]",0
"Inquiry Regarding Payment Status,Dear [Accountant's Name], I am writing to inquire about the payment status for Invoice #123456 dated [Invoice Date]. Could you please confirm whether the payment has been processed or provide an update on the expected payment date? Thank you for your prompt attention. Best regards, [Sender's Name] [External Company Name]",0
"Notice of Annual Tax Filing Deadline Extension,Dear [Accountant's Name], The deadline for filing annual tax returns has been extended to [New Deadline Date]. Please ensure that all necessary documents are submitted by this date. Thank you for your cooperation. Regards, [Sender's Name] [External Tax Authority or Firm]",0
"Security Alert: Suspicious Activity Detected,Dear [Accountant's Name], Our system has detected suspicious activity on your account. Please review the attached report and take appropriate action. Contact us if you have any questions. Regards, [IT Security Team] [External IT Security Firm]",0
"Update Required: Software License Renewal,Dear [Accountant's Name], It's time to renew the software licenses for [Software Name]. Please review the attached invoice and process the renewal at your earliest convenience. Thank you. Best regards, [Sender's Name] [External Software Provider]",0
"Notification: Change in Payment Terms,Dear [Accountant's Name], We are updating our payment terms to Net 30. Please update your records accordingly. Contact us if you have any questions. Regards, [Sender's Name] [External Supplier Company]",0
"Reminder: Annual Audit Preparation,Dear [Accountant's Name], This is a reminder to prepare for the upcoming annual audit. Please ensure that all necessary documents are organized and ready for review. Thank you for your cooperation. Best regards, [Sender's Name] [External Audit Firm]",0
"Notice of Financial Policy Update,Dear [Accountant's Name], We have updated our financial policies. Please review the attached document and ensure compliance with the new guidelines. Contact us if you have any questions. Regards, [Sender's Name] [External Company Name]",0
"Request for Expense Report Submission,Dear [Accountant's Name], Please submit your expense report for the month of [Month] by [Deadline Date]. Thank you for your cooperation. Best regards, [Sender's Name] [External HR Department]",0
"Notification: Server Maintenance Scheduled,Dear [Accountant's Name], We will be conducting scheduled maintenance on our servers on [Maintenance Date]. Please expect intermittent access during this time. Thank you for your understanding. Regards, [IT Department] [External IT Services Provider]",0
"Investment Opportunity: Company Expansion,Dear [Accountant's Name], We are exploring investment opportunities for our company expansion project. Please review the attached proposal and let us know your thoughts. Thank you. Best regards, [Sender's Name] [External Investment Firm]",0
"Request for Bank Account Verification,Dear [Accountant's Name], We need to verify our bank account details for processing payments. Please review the attached form and confirm the accuracy of the information. Thank you. Regards, [Sender's Name] [External Finance Department]",0
"Notice of Annual Budget Review Meeting,Dear [Accountant's Name], You are invited to attend the annual budget review meeting on [Meeting Date]. Please RSVP by [RSVP Deadline]. Thank you. Regards, [Sender's Name] [External Finance Department]",0
"Request for Financial Performance Analysis,Dear [Accountant's Name], We require a financial performance analysis for the past quarter. Please provide the report by [Deadline Date]. Thank you for your assistance. Best regards, [Sender's Name] [External Management Team]",0
"Notification: Company Policy Handbook Update,Dear [Accountant's Name], We have updated our company policy handbook. Please review the changes and acknowledge your understanding. Thank you. Regards, [Sender's Name] [External HR Department]",0
"Reminder: Quarterly Tax Payment Due,Dear [Accountant's Name], This is a reminder that quarterly tax payments are due by [Due Date]. Please ensure timely submission to avoid penalties. Thank you. Best regards, [Sender's Name] [External Tax Consultant]",0
"Request for Vendor Invoice Verification,Dear [Accountant's Name], Please verify the vendor invoice #123456 for accuracy before processing payment. Thank you for your attention to detail. Regards, [Sender's Name] [External Procurement Department]",0
"Notice of Insurance Policy Renewal,Dear [Accountant's Name], Our insurance policy is up for renewal. Please review the attached renewal notice and process the renewal accordingly. Thank you. Best regards, [Sender's Name] [External Insurance Provider]",0
"Notification: Employee Benefits Enrollment Period,Dear [Accountant's Name], The employee benefits enrollment period is now open. Please communicate this information to all employees and assist with enrollment as needed. Regards, [Sender's Name] [External HR Department]",0
"Notification: Quarterly Financial Review Meeting,Dear [Accountant's Name], You are invited to attend the quarterly financial review meeting scheduled for [Meeting Date]. Please RSVP by [RSVP Deadline]. Your input is valuable to us. Thank you. Best regards, [Sender's Name] [External Finance Department]",0
"Request for Tax Deduction Authorization Form,Dear [Accountant's Name], We require your authorization to deduct taxes from your salary. Please review and sign the attached tax deduction authorization form. Regards, [Sender's Name] [External HR Department]",0
"Notice of Compliance Training Session,Dear [Accountant's Name], You are required to attend a compliance training session on [Training Date]. Please confirm your availability by [RSVP Deadline]. Thank you. Regards, [Sender's Name] [External Compliance Department]",0
"Request for Financial Data Backup Verification,Dear [Accountant's Name], We need to verify the backup of financial data for [Month/Year]. Please confirm the completion of the backup process. Thank you. Best regards, [Sender's Name] [External IT Department]",0
"Notification: Supplier Contract Renewal,Dear [Accountant's Name], Our supplier contract is up for renewal. Please review the terms and conditions in the attached contract renewal document. Regards, [Sender's Name] [External Procurement Department]",0
"Reminder: Annual Employee Performance Reviews,Dear [Accountant's Name], This is a reminder to schedule and conduct annual employee performance reviews. Please ensure completion by [Deadline Date]. Thank you. Best regards, [Sender's Name] [External HR Department]",0
"Request for Budget Proposal Submission,Dear [Accountant's Name], We are soliciting budget proposals for the upcoming fiscal year. Please submit your proposal by [Submission Deadline]. Thank you. Regards, [Sender's Name] [External Finance Department]",0
"Notice of Data Security Training Workshop,Dear [Accountant's Name], You are invited to attend a data security training workshop on [Workshop Date]. Please RSVP by [RSVP Deadline]. Your participation is appreciated. Regards, [Sender's Name] [External IT Security Team]",0
"Notification: Change in Accounting Software,Dear [Accountant's Name], We will be transitioning to a new accounting software system on [Transition Date]. Please ensure all necessary preparations are made. Regards, [Sender's Name] [External IT Department]",0
"Request for Financial Forecast Report,Dear [Accountant's Name], We require a financial forecast report for the upcoming quarter. Please provide the report by [Deadline Date]. Thank you for your cooperation. Best regards, [Sender's Name] [External Management Team]",0
"Notification: Company-Wide Cost Reduction Initiative,Dear [Accountant's Name], We are implementing a company-wide cost reduction initiative. Please review the attached memo outlining the details. Regards, [Sender's Name] [External Management Team]",0
"Reminder: Retirement Plan Enrollment Period,Dear [Accountant's Name], The retirement plan enrollment period is now open. Please inform eligible employees and assist with enrollment as needed. Regards, [Sender's Name] [External HR Department]",0
"Request for Invoice Discrepancy Resolution,Dear [Accountant's Name], We have identified discrepancies in the attached invoice #123456. Please review and provide clarification or corrections as necessary. Thank you. Regards, [Sender's Name] [External Finance Department]",0
"Notice of Annual Financial Audit Preparation,Dear [Accountant's Name], We will be conducting our annual financial audit soon. Please ensure that all financial records are organized and ready for review. Regards, [Sender's Name] [External Audit Firm]",0
"Notification: Change in Expense Reimbursement Policy,Dear [Accountant's Name], Our expense reimbursement policy has been updated. Please review the changes in the attached document. Regards, [Sender's Name] [External HR Department]",0
"Request for Cash Flow Projection Report,Dear [Accountant's Name], We require a cash flow projection report for the next quarter. Please provide the report by [Deadline Date]. Thank you for your assistance. Best regards, [Sender's Name] [External Management Team]",0
"Notification: Company-Wide Training Day,Dear [Accountant's Name], We will be conducting a company-wide training day on [Training Date]. Please ensure all employees are aware and plan accordingly. Regards, [Sender's Name] [External Training Department]",0
"Reminder: Quarterly VAT Return Filing,Dear [Accountant's Name], This is a reminder to file the quarterly VAT return by [Filing Deadline Date]. Please ensure timely submission to comply with tax regulations. Thank you. Regards, [Sender's Name] [External Tax Consultant]",0
"Request for Financial Risk Assessment Report,Dear [Accountant's Name], We require a financial risk assessment report for the current fiscal year. Please provide the report by [Deadline Date]. Thank you for your cooperation. Best regards, [Sender's Name] [External Risk Management Team]",0
"Notification: Change in Supplier Payment Terms,Dear [Accountant's Name], Our supplier payment terms have been updated to Net 60. Please update your records accordingly. Regards, [Sender's Name] [External Procurement Department]",0
"Notification: Annual General Meeting Agenda,Dear [Accountant's Name], Attached is the agenda for our upcoming Annual General Meeting scheduled for [Meeting Date]. Please review the agenda items and come prepared for discussion. Thank you. Regards, [Sender's Name] [External Management Team]",0
"Request for Financial Statement Audit Assistance,Dear [Accountant's Name], We require your assistance with the upcoming financial statement audit. Please provide the requested documentation by [Deadline Date]. Your cooperation is appreciated. Regards, [Sender's Name] [External Audit Firm]",0
"Notice of Change in Pension Contribution Rates,Dear [Accountant's Name], Our pension contribution rates have changed. Please review the updated rates in the attached document and update payroll accordingly. Regards, [Sender's Name] [External HR Department]",0
"Reminder: Quarterly Budget Review Meeting,Dear [Accountant's Name], This is a reminder of the quarterly budget review meeting scheduled for [Meeting Date]. Please come prepared to discuss budget performance and projections. Thank you. Regards, [Sender's Name] [External Finance Department]",0
"Request for Invoice Payment Confirmation,Dear [Accountant's Name], We kindly request confirmation of payment for Invoice #123456. Please verify the payment status and provide confirmation at your earliest convenience. Thank you. Regards, [Sender's Name] [External Supplier Company]",0
"Notification: Change in Employee Benefits Package, Dear [Accountant's Name], Our employee benefits package has been updated. Please review the changes in the attached document and communicate them to all employees. Regards, [Sender's Name] [External HR Department]",0
"Request for Annual Financial Report Preparation,Dear [Accountant's Name], We need your assistance in preparing the annual financial report for [Year]. Please ensure all necessary documents are compiled and organized for review. Regards, [Sender's Name] [External Management Team]",0
"Notice of Data Breach Prevention Training,Dear [Accountant's Name], You are required to attend a data breach prevention training session on [Training Date]. Please confirm your attendance by [RSVP Deadline]. Regards, [Sender's Name] [External IT Security Team]",0
"Reminder: Quarterly Tax Planning Meeting,Dear [Accountant's Name], This is a reminder of the quarterly tax planning meeting scheduled for [Meeting Date]. Please come prepared to discuss tax strategies and updates. Thank you. Regards, [Sender's Name] [External Tax Consultant]",0
"Request for Vendor Contract Review,Dear [Accountant's Name], We require your review and approval of the vendor contract attached to this email. Please ensure compliance with company policies. Regards, [Sender's Name] [External Procurement Department]",0
"Notification: Change in Payroll Processing Schedule, Dear [Accountant's Name], Our payroll processing schedule has changed. Please review the updated schedule in the attached document and make necessary adjustments. Regards, [Sender's Name] [External HR Department]",0
"Request for Budget Variance Analysis Report,Dear [Accountant's Name], We need a budget variance analysis report for the current quarter. Please provide the report by [Deadline Date]. Thank you for your prompt attention. Regards, [Sender's Name] [External Management Team]",0
"Notification: Company-Wide Safety Training,Dear [Accountant's Name], We will be conducting a company-wide safety training session on [Training Date]. Please ensure all employees attend the session. Regards, [Sender's Name] [External Safety Department]",0
"Reminder: Annual Financial Disclosure Statement Submission, Dear [Accountant's Name], This is a reminder to submit the annual financial disclosure statement by [Submission Deadline Date]. Please ensure timely submission to comply with regulations. Thank you. Regards, [Sender's Name] [External Compliance Department]",0
"Request for Asset Inventory Verification,Dear [Accountant's Name], We need to verify the inventory of company assets. Please review the attached inventory list and confirm its accuracy. Regards, [Sender's Name] [External Asset Management Team]",0
"Notification: Change in Credit Card Policy,Dear [Accountant's Name], Our credit card policy has been updated. Please review the changes in the attached document and ensure compliance with the new policy. Regards, [Sender's Name] [External Finance Department]",0
"Request for Financial Due Diligence Assistance,Dear [Accountant's Name], We require your assistance with financial due diligence for an upcoming project. Please provide the requested information by [Deadline Date]. Regards, [Sender's Name] [External Project Management Team]",0
"Notice of Change in Work-from-Home Policy,Dear [Accountant's Name], Our work-from-home policy has been updated. Please review the changes in the attached document and communicate them to all employees. Regards, [Sender's Name] [External HR Department]",0
"Reminder: Quarterly Inventory Count,Dear [Accountant's Name], This is a reminder to conduct the quarterly inventory count by [Count Deadline Date]. Please ensure accurate counting and reporting. Regards, [Sender's Name] [External Operations Department]",0
"Request for Financial Analysis of Market Trends,Dear [Accountant's Name], We need an analysis of current market trends for strategic planning purposes. Please provide the analysis by [Deadline Date]. Regards, [Sender's Name] [External Strategy Department]",0
"Notification: Change in Health Insurance Provider,Dear [Accountant's Name], Our health insurance provider has changed. Please review the updated information in the attached document and communicate it to all employees. Regards, [Sender's Name] [External HR Department]",0
"Request for Financial Disclosure Statement Review,Dear [Accountant's Name], We need your review and approval of the financial disclosure statement attached to this email. Please ensure accuracy and compliance with regulations. Regards, [Sender's Name] [External Legal Department]",0
"Notice of Change in Tax Filing Deadline,Dear [Accountant's Name], The tax filing deadline has been extended to [New Deadline Date]. Please update your records and ensure timely submission. Regards, [Sender's Name] [External Tax Authority]",0
"Reminder: Annual Performance Appraisal Meetings,Dear [Accountant's Name], This is a reminder to schedule and conduct annual performance appraisal meetings with your team members. Please complete the process by [Deadline Date]. Regards, [Sender's Name] [External HR Department]",0
"Request for Financial Projection Report,Dear [Accountant's Name], We require a financial projection report for the next fiscal year. Please provide the report by [Deadline Date]. Thank you for your cooperation. Regards, [Sender's Name] [External Management Team]",0
"Notification: Company-Wide Ethics Training Session,Dear [Accountant's Name], We will be conducting a company-wide ethics training session on [Training Date]. Please ensure all employees attend the session. Regards, [Sender's Name] [External Ethics Department]",0
"Reminder: Quarterly Financial Review Deadlin,Dear [Accountant's Name], This is a reminder to complete the quarterly financial review by [Review Deadline Date]. Please ensure all reports are submitted on time. Regards, [Sender's Name] [External Finance Department]",0
"Request for Expense Policy Compliance Confirmation,Dear [Accountant's Name], We need confirmation of compliance with the expense policy for the period [Time Period]. Please review the attached expense reports and provide confirmation. Regards, [Sender's Name] [External Finance Department]",0
"Notice of Change in Billing Address,Dear [Accountant's Name], Our billing address has changed. Please update your records accordingly to ensure timely processing of invoices. Regards, [Sender's Name] [External Billing Department]",0
"Reminder: Quarterly Financial Forecasting Meeting,Dear [Accountant's Name], This is a reminder of the quarterly financial forecasting meeting scheduled for [Meeting Date]. Please come prepared to discuss financial projections and strategies. Regards, [Sender's Name] [External Finance Department]",0
"Request for Payment Plan Adjustment Approval,Dear [Accountant's Name], We request your approval for adjusting the payment plan for Invoice #123456. Please review the proposed changes and provide your decision. Regards, [Sender's Name] [External Finance Department]",0
"Notification: Change in Travel Expense Policy,Dear [Accountant's Name], Our travel expense policy has been updated. Please review the changes in the attached document and communicate them to all employees. Regards, [Sender's Name] [External HR Department]",0
"Request for Financial Compliance Audit Preparation,Dear [Accountant's Name], We need your assistance in preparing for the upcoming financial compliance audit. Please ensure all required documents are organized and ready for review. Regards, [Sender's Name] [External Compliance Department]",0
"Notice of Company-Wide Benefits Enrollment Period,Dear [Accountant's Name], The benefits enrollment period for all employees is now open. Please communicate this information to all employees and assist with enrollment as needed. Regards, [Sender's Name] [External HR Department]",0
"Reminder: Quarterly Budget Allocation Review,Dear [Accountant's Name], This is a reminder to review the quarterly budget allocations and make any necessary adjustments by [Review Deadline Date]. Regards, [Sender's Name] [External Finance Department]",0
"Request for Financial Report Presentation Assistance,Dear [Accountant's Name], We need your assistance in preparing a presentation of the financial report for the upcoming board meeting. Please provide support as needed. Regards, [Sender's Name] [External Management Team]",0
"Notification: Change in Retirement Plan Provider,Dear [Accountant's Name], Our retirement plan provider has changed. Please review the updated information in the attached document and communicate it to all employees. Regards, [Sender's Name] [External HR Department]",0
"Reminder: Quarterly Sales Tax Reporting Deadline,Dear [Accountant's Name], This is a reminder of the quarterly sales tax reporting deadline on [Reporting Deadline Date]. Please ensure timely submission to comply with regulations. Regards, [Sender's Name] [External Tax Consultant]",0
"Request for Financial Fraud Prevention Training,Dear [Accountant's Name], You are required to attend a financial fraud prevention training session on [Training Date]. Please confirm your attendance by [RSVP Deadline]. Regards, [Sender's Name] [External Compliance Department]",0
"Notification: Change in Employee Compensation Structure,Dear [Accountant's Name], Our employee compensation structure has been updated. Please review the changes in the attached document and communicate them to all employees. Regards, [Sender's Name] [External HR Department]",0
"Notification: Change in Health Insurance Provider"",""Dear [Accountant's Name], Our health insurance provider has changed. Please review the updated information in the attached document and communicate it to all employees. Regards, [Sender's Name] [External HR Department]",0
